id_transacao,data,area,canal,regiao,cliente,responsavel,receita_bruta,desconto,custo,receita_liquida,margem_bruta,margem_percentual,mes
TX-1200,2025-10-03,Comercial,Digital,Centro-Oeste,Alfa Industria,Diego,18956.98,1420.36,9535.43,17536.62,8001.189999999999,0.45625610864579375,2025-10
TX-1199,2025-10-03,Comercial,Digital,Nordeste,Gama Servicos,Elisa,25931.48,965.6,13484.21,24965.88,11481.670000000002,0.4598944639644187,2025-10
TX-1211,2025-10-03,Operacoes,Direto,Sul,Crescer Educacao,Ana,27823.58,1513.5,18678.76,26310.08,7631.320000000003,0.2900530899183888,2025-10
TX-1207,2025-10-03,Operacoes,Digital,Centro-Oeste,Alfa Industria,Ana,14957.32,447.34,9806.77,14509.98,4703.209999999999,0.3241362152118748,2025-10
TX-1177,2025-10-04,Tecnologia,Direto,Sul,Gama Servicos,Elisa,16532.72,226.44,10108.63,16306.28,6197.6500000000015,0.3800774916167269,2025-10
TX-1186,2025-10-05,Tecnologia,Direto,Sul,Evo Saude,Diego,20854.28,603.71,12344.0,20250.57,7906.57,0.3904369111585501,2025-10
TX-1182,2025-10-05,Tecnologia,Parceiros,Centro-Oeste,Delta Varejo,Bruno,23947.6,469.49,14885.99,23478.109999999997,8592.119999999997,0.36596301831791395,2025-10
TX-1164,2025-10-05,Tecnologia,Digital,Centro-Oeste,Gama Servicos,Bruno,20284.21,1069.3,12181.18,19214.91,7033.73,0.36605583892924815,2025-10
TX-1192,2025-10-05,Comercial,Digital,Centro-Oeste,Gama Servicos,Ana,15253.65,814.08,8517.67,14439.57,5921.9,0.4101160907146127,2025-10
TX-1212,2025-10-06,Tecnologia,Digital,Nordeste,Crescer Educacao,Diego,16366.39,1262.0,9241.3,15104.39,5863.09,0.38817125352298243,2025-10
TX-1174,2025-10-06,Marketing,Direto,Sul,Foco Energia,Elisa,19106.55,807.91,13077.08,18298.64,5221.5599999999995,0.28535235405472753,2025-10
TX-1202,2025-10-06,Tecnologia,Parceiros,Sudeste,Delta Varejo,Carla,19460.99,1207.4,12307.76,18253.59,5945.83,0.3257348280530022,2025-10
TX-1210,2025-10-06,Tecnologia,Digital,Sul,Horizonte Tech,Bruno,16205.39,1236.67,9179.53,14968.72,5789.189999999999,0.3867525078964667,2025-10
TX-1181,2025-10-06,Operacoes,Direto,Sudeste,Alfa Industria,Elisa,20145.15,322.7,13867.91,19822.45,5954.540000000001,0.30039374547545844,2025-10
TX-1163,2025-10-07,Operacoes,Parceiros,Nordeste,Evo Saude,Ana,21495.77,1683.74,13569.87,19812.03,6242.159999999998,0.3150691776662966,2025-10
TX-1204,2025-10-07,Comercial,Digital,Sudeste,Horizonte Tech,Elisa,20634.62,923.63,10911.2,19710.989999999998,8799.789999999997,0.4464407926745434,2025-10
TX-1180,2025-10-08,Operacoes,Parceiros,Sul,Beta Logistica,Diego,17185.32,1074.4,10424.25,16110.92,5686.67,0.35296991109135917,2025-10
TX-1165,2025-10-09,Tecnologia,Digital,Sudeste,Delta Varejo,Felipe,22944.05,1244.81,13867.07,21699.239999999998,7832.169999999998,0.3609421343788999,2025-10
TX-1194,2025-10-09,Tecnologia,Parceiros,Nordeste,Delta Varejo,Bruno,22441.01,491.99,14224.48,21949.019999999997,7724.539999999997,0.3519309745947654,2025-10
TX-1190,2025-10-09,Comercial,Parceiros,Sudeste,Alfa Industria,Diego,21744.89,1526.92,11662.84,20217.97,8555.130000000001,0.42314485578918165,2025-10
TX-1191,2025-10-09,Comercial,Direto,Centro-Oeste,Foco Energia,Ana,25503.68,621.71,14049.58,24881.97,10832.390000000001,0.43535097904225434,2025-10
TX-1175,2025-10-09,Operacoes,Parceiros,Sul,Beta Logistica,Elisa,12370.66,834.85,7583.77,11535.81,3952.039999999999,0.3425888602534195,2025-10
TX-1169,2025-10-09,Operacoes,Parceiros,Sudeste,Alfa Industria,Carla,23014.23,452.99,15678.31,22561.239999999998,6882.9299999999985,0.30507764644141894,2025-10
TX-1184,2025-10-10,Operacoes,Digital,Sul,Alfa Industria,Diego,13779.15,669.17,8240.47,13109.98,4869.51,0.37143534925301186,2025-10
TX-1170,2025-10-11,Marketing,Parceiros,Centro-Oeste,Horizonte Tech,Bruno,10918.16,226.85,7452.11,10691.31,3239.2,0.30297503299408585,2025-10
TX-1188,2025-10-12,Marketing,Direto,Sul,Beta Logistica,Carla,20207.86,875.53,14236.64,19332.33,5095.690000000002,0.26358385150677655,2025-10
TX-1172,2025-10-13,Comercial,Parceiros,Sudeste,Evo Saude,Bruno,16268.22,363.51,9016.66,15904.71,6888.049999999999,0.43308240137669907,2025-10
TX-1167,2025-10-13,Tecnologia,Direto,Sul,Delta Varejo,Diego,25883.16,1427.13,14911.35,24456.03,9544.679999999998,0.39027920721392634,2025-10
TX-1189,2025-10-15,Comercial,Parceiros,Sudeste,Alfa Industria,Carla,18613.17,465.08,10643.07,18148.089999999997,7505.019999999997,0.41354324339365733,2025-10
TX-1176,2025-10-15,Operacoes,Digital,Centro-Oeste,Alfa Industria,Bruno,13144.2,953.11,8380.76,12191.09,3810.33,0.312550395411731,2025-10
TX-1168,2025-10-15,Tecnologia,Direto,Sul,Alfa Industria,Ana,25814.89,1732.8,14249.23,24082.09,9832.86,0.40830592361377277,2025-10
TX-1197,2025-10-16,Marketing,Direto,Sul,Horizonte Tech,Diego,7517.85,281.2,5564.87,7236.650000000001,1671.7800000000007,0.23101573241762424,2025-10
TX-1209,2025-10-16,Comercial,Parceiros,Sudeste,Evo Saude,Bruno,25810.37,1201.67,14758.39,24608.699999999997,9850.309999999998,0.4002775441205752,2025-10
TX-1208,2025-10-16,Tecnologia,Digital,Sudeste,Delta Varejo,Elisa,14646.29,854.01,8813.44,13792.28,4978.84,0.36098745095082174,2025-10
TX-1196,2025-10-17,Comercial,Parceiros,Sul,Delta Varejo,Elisa,26986.53,1383.15,13260.26,25603.379999999997,12343.119999999997,0.4820894741241195,2025-10
TX-1187,2025-10-17,Comercial,Digital,Nordeste,Gama Servicos,Bruno,22093.57,549.23,12235.14,21544.34,9309.2,0.4320949260919574,2025-10
TX-1173,2025-10-18,Operacoes,Direto,Sudeste,Foco Energia,Elisa,15029.74,1201.77,9564.49,13827.97,4263.48,0.30832291363085107,2025-10
TX-1214,2025-10-20,Tecnologia,Parceiros,Centro-Oeste,Alfa Industria,Bruno,18362.5,913.01,10929.47,17449.49,6520.020000000002,0.37365103507323144,2025-10
TX-1162,2025-10-20,Marketing,Digital,Nordeste,Evo Saude,Elisa,15944.45,764.47,11881.35,15179.980000000001,3298.630000000001,0.2173013403179715,2025-10
TX-1179,2025-10-21,Tecnologia,Parceiros,Nordeste,Evo Saude,Bruno,17683.26,291.65,10854.51,17391.609999999997,6537.099999999997,0.37587664396798215,2025-10
TX-1193,2025-10-21,Tecnologia,Direto,Sul,Delta Varejo,Felipe,23263.22,304.57,13933.63,22958.65,9025.020000000002,0.39309889736548104,2025-10
TX-1183,2025-10-22,Marketing,Parceiros,Nordeste,Horizonte Tech,Bruno,5073.79,119.04,3764.01,4954.75,1190.7399999999998,0.24032292244815576,2025-10
TX-1205,2025-10-22,Comercial,Parceiros,Centro-Oeste,Evo Saude,Carla,18465.67,1319.75,10495.19,17145.92,6650.729999999998,0.3878899469961366,2025-10
TX-1213,2025-10-23,Comercial,Direto,Centro-Oeste,Horizonte Tech,Ana,24270.64,1665.53,12459.58,22605.11,10145.53,0.448815776609802,2025-10
TX-1201,2025-10-24,Tecnologia,Parceiros,Sudeste,Horizonte Tech,Elisa,21707.1,1096.83,12766.33,20610.269999999997,7843.939999999997,0.38058404863206535,2025-10
TX-1206,2025-10-24,Tecnologia,Parceiros,Sudeste,Delta Varejo,Ana,10862.81,570.35,6064.09,10292.46,4228.369999999999,0.41082209695252636,2025-10
TX-1198,2025-10-25,Tecnologia,Parceiros,Sudeste,Delta Varejo,Diego,21436.99,1046.3,12962.61,20390.690000000002,7428.080000000002,0.3642878195882533,2025-10
TX-1195,2025-10-25,Tecnologia,Parceiros,Sul,Beta Logistica,Bruno,21532.14,1096.69,12656.4,20435.45,7779.050000000001,0.38066448255360175,2025-10
TX-1171,2025-10-25,Comercial,Parceiros,Centro-Oeste,Beta Logistica,Diego,21559.26,1408.93,11252.99,20150.329999999998,8897.339999999998,0.441548103678699,2025-10
TX-1166,2025-10-25,Marketing,Digital,Sudeste,Gama Servicos,Ana,10755.72,844.05,7543.22,9911.67,2368.45,0.23895569565976266,2025-10
TX-1215,2025-10-25,Comercial,Direto,Sudeste,Foco Energia,Felipe,20691.19,621.22,11804.65,20069.969999999998,8265.319999999998,0.4118252294348222,2025-10
TX-1244,2025-11-01,Comercial,Digital,Nordeste,Beta Logistica,Elisa,21771.46,831.7,12446.55,20939.76,8493.21,0.4056020699377643,2025-11
TX-1246,2025-11-01,Comercial,Parceiros,Centro-Oeste,Delta Varejo,Elisa,21569.71,1672.0,11062.1,19897.71,8835.609999999999,0.44405160191800963,2025-11
TX-1260,2025-11-01,Tecnologia,Digital,Centro-Oeste,Horizonte Tech,Ana,16028.23,1052.51,9943.81,14975.72,5031.91,0.33600454602516605,2025-11
TX-1268,2025-11-01,Tecnologia,Digital,Centro-Oeste,Gama Servicos,Ana,20260.43,1110.89,11382.05,19149.54,7767.490000000002,0.40562279824998415,2025-11
TX-1238,2025-11-02,Comercial,Digital,Sul,Delta Varejo,Diego,16391.63,434.7,8851.99,15956.93,7104.9400000000005,0.4452573270672993,2025-11
TX-1221,2025-11-02,Comercial,Parceiros,Centro-Oeste,Crescer Educacao,Diego,22113.71,523.18,11715.74,21590.53,9874.789999999999,0.4573667251336581,2025-11
TX-1218,2025-11-03,Tecnologia,Direto,Nordeste,Alfa Industria,Diego,21357.83,754.19,12725.74,20603.640000000003,7877.900000000003,0.38235476838073285,2025-11
TX-1249,2025-11-03,Tecnologia,Direto,Sudeste,Evo Saude,Carla,15824.03,569.79,9098.1,15254.240000000002,6156.140000000001,0.40356910603215895,2025-11
TX-1232,2025-11-03,Operacoes,Digital,Centro-Oeste,Beta Logistica,Bruno,18260.86,531.05,11304.53,17729.81,6425.280000000001,0.3623998226715346,2025-11
TX-1226,2025-11-03,Tecnologia,Parceiros,Nordeste,Delta Varejo,Felipe,21666.39,878.93,14424.22,20787.46,6363.24,0.3061095487375562,2025-11
TX-1254,2025-11-03,Comercial,Direto,Centro-Oeste,Foco Energia,Carla,17229.45,653.75,9597.41,16575.7,6978.290000000001,0.4209951917566076,2025-11
TX-1242,2025-11-04,Marketing,Parceiros,Nordeste,Crescer Educacao,Elisa,21350.5,1543.49,14043.21,19807.01,5763.799999999999,0.29099798505680563,2025-11
TX-1250,2025-11-04,Tecnologia,Digital,Sudeste,Delta Varejo,Diego,16625.62,913.71,10027.96,15711.91,5683.950000000001,0.361760600716272,2025-11
TX-1224,2025-11-05,Tecnologia,Digital,Sudeste,Delta Varejo,Elisa,23467.52,761.55,13974.78,22705.97,8731.19,0.38453279027498055,2025-11
TX-1245,2025-11-05,Operacoes,Direto,Nordeste,Horizonte Tech,Elisa,18431.67,1362.65,11717.91,17069.019999999997,5351.109999999997,0.31349837307589995,2025-11
TX-1236,2025-11-05,Tecnologia,Direto,Sudeste,Delta Varejo,Carla,19831.58,532.53,11326.06,19299.050000000003,7972.990000000003,0.4131286255022917,2025-11
TX-1233,2025-11-05,Comercial,Direto,Nordeste,Gama Servicos,Bruno,26122.59,1875.54,13378.34,24247.05,10868.71,0.4482487560342392,2025-11
TX-1252,2025-11-05,Comercial,Digital,Sudeste,Horizonte Tech,Diego,22795.05,968.06,11945.87,21826.989999999998,9881.119999999997,0.4527019071342406,2025-11
TX-1267,2025-11-06,Comercial,Parceiros,Nordeste,Horizonte Tech,Diego,19695.78,1175.86,10305.68,18519.92,8214.239999999998,0.4435353932414394,2025-11
TX-1225,2025-11-06,Operacoes,Digital,Sudeste,Evo Saude,Carla,21818.65,1648.77,14385.66,20169.88,5784.220000000001,0.28677513202854954,2025-11
TX-1234,2025-11-07,Tecnologia,Direto,Sul,Beta Logistica,Elisa,16766.09,340.68,10110.36,16425.41,6315.049999999999,0.3844683329061496,2025-11
TX-1247,2025-11-07,Operacoes,Digital,Sudeste,Foco Energia,Ana,20283.48,739.99,14195.22,19543.489999999998,5348.269999999999,0.2736599246091665,2025-11
TX-1263,2025-11-08,Operacoes,Digital,Centro-Oeste,Horizonte Tech,Ana,12848.56,673.85,8289.6,12174.71,3885.1099999999988,0.3191131452001731,2025-11
TX-1258,2025-11-08,Operacoes,Parceiros,Nordeste,Evo Saude,Diego,17234.48,314.51,12305.94,16919.97,4614.030000000001,0.27269729201647525,2025-11
TX-1223,2025-11-09,Comercial,Digital,Sul,Crescer Educacao,Elisa,32453.24,1319.19,16679.18,31134.050000000003,14454.870000000003,0.4642784989424762,2025-11
TX-1269,2025-11-09,Tecnologia,Digital,Centro-Oeste,Gama Servicos,Bruno,21553.46,1682.55,12257.07,19870.91,7613.84,0.38316513939220703,2025-11
TX-1237,2025-11-10,Comercial,Parceiros,Sudeste,Alfa Industria,Carla,23818.09,761.45,12835.43,23056.64,10221.21,0.4433087388275134,2025-11
TX-1216,2025-11-10,Operacoes,Digital,Nordeste,Beta Logistica,Felipe,13229.68,1036.05,8290.19,12193.630000000001,3903.4400000000005,0.3201212436329461,2025-11
TX-1227,2025-11-11,Comercial,Parceiros,Sudeste,Evo Saude,Felipe,18697.4,485.34,10264.33,18212.06,7947.730000000001,0.4363992870658235,2025-11
TX-1251,2025-11-11,Marketing,Digital,Sudeste,Delta Varejo,Carla,21583.82,1318.49,14821.52,20265.329999999998,5443.809999999998,0.2686267630480233,2025-11
TX-1266,2025-11-11,Marketing,Digital,Centro-Oeste,Beta Logistica,Elisa,13567.17,340.74,9519.65,13226.43,3706.7800000000007,0.2802555186849362,2025-11
TX-1240,2025-11-12,Tecnologia,Parceiros,Sul,Delta Varejo,Carla,26537.88,294.74,17671.27,26243.14,8571.869999999999,0.32663278860685113,2025-11
TX-1264,2025-11-12,Comercial,Direto,Sul,Crescer Educacao,Elisa,20085.44,993.16,10105.34,19092.28,8986.939999999999,0.47071067468107525,2025-11
TX-1235,2025-11-14,Operacoes,Parceiros,Nordeste,Alfa Industria,Elisa,17642.01,770.58,11505.14,16871.429999999997,5366.289999999997,0.31806965977394913,2025-11
TX-1259,2025-11-15,Tecnologia,Digital,Nordeste,Crescer Educacao,Elisa,19345.77,1430.05,10537.63,17915.72,7378.090000000002,0.4118221316251873,2025-11
TX-1241,2025-11-15,Tecnologia,Direto,Centro-Oeste,Alfa Industria,Felipe,17557.15,309.11,11107.49,17248.04,6140.550000000001,0.35601436453069457,2025-11
TX-1262,2025-11-16,Marketing,Digital,Sul,Horizonte Tech,Elisa,16659.73,1085.31,11404.1,15574.42,4170.32,0.26776727480060253,2025-11
TX-1256,2025-11-16,Marketing,Direto,Sudeste,Gama Servicos,Ana,10952.77,584.05,7531.34,10368.720000000001,2837.380000000001,0.27364804913239055,2025-11
TX-1230,2025-11-16,Operacoes,Digital,Sul,Evo Saude,Ana,16232.23,583.77,10617.6,15648.46,5030.859999999999,0.3214923385432176,2025-11
TX-1243,2025-11-16,Marketing,Direto,Sudeste,Beta Logistica,Bruno,8821.5,432.17,6008.61,8389.33,2380.7200000000003,0.2837795151698646,2025-11
TX-1239,2025-11-17,Marketing,Digital,Centro-Oeste,Evo Saude,Elisa,10769.85,570.22,7505.43,10199.630000000001,2694.2000000000007,0.2641468366989783,2025-11
TX-1222,2025-11-17,Operacoes,Digital,Nordeste,Horizonte Tech,Ana,20935.91,1382.63,12401.8,19553.28,7151.48,0.3657432410316837,2025-11
TX-1231,2025-11-19,Tecnologia,Parceiros,Sudeste,Crescer Educacao,Diego,16560.38,1029.46,9586.66,15530.920000000002,5944.260000000002,0.3827371462862471,2025-11
TX-1229,2025-11-20,Tecnologia,Direto,Sul,Delta Varejo,Diego,21549.5,1507.09,12380.83,20042.41,7661.58,0.3822683998581009,2025-11
TX-1219,2025-11-20,Tecnologia,Direto,Sudeste,Gama Servicos,Bruno,19430.23,1026.99,11659.63,18403.239999999998,6743.609999999999,0.3664360188749372,2025-11
TX-1255,2025-11-20,Comercial,Direto,Sudeste,Evo Saude,Ana,24713.2,1719.29,14224.2,22993.91,8769.71,0.3813927252911749,2025-11
TX-1217,2025-11-20,Tecnologia,Parceiros,Nordeste,Gama Servicos,Carla,22657.09,1652.26,12249.17,21004.83,8755.660000000002,0.4168403172032338,2025-11
TX-1253,2025-11-21,Comercial,Direto,Centro-Oeste,Evo Saude,Carla,23022.98,640.75,12490.07,22382.23,9892.16,0.441964898046352,2025-11
TX-1228,2025-11-21,Tecnologia,Digital,Nordeste,Foco Energia,Elisa,20818.55,901.22,12510.84,19917.329999999998,7406.489999999998,0.37186158988177626,2025-11
TX-1220,2025-11-22,Marketing,Digital,Sudeste,Beta Logistica,Diego,17878.38,824.25,12204.13,17054.13,4850.000000000002,0.28438859091610075,2025-11
TX-1265,2025-11-22,Comercial,Parceiros,Nordeste,Evo Saude,Bruno,23444.7,1785.56,12418.71,21659.14,9240.43,0.42662958917113053,2025-11
TX-1248,2025-11-23,Tecnologia,Parceiros,Nordeste,Gama Servicos,Elisa,13569.59,172.4,7907.82,13397.19,5489.370000000001,0.4097404007855379,2025-11
TX-1257,2025-11-24,Operacoes,Digital,Nordeste,Alfa Industria,Elisa,22686.26,1619.06,14643.7,21067.199999999997,6423.499999999996,0.3049052555631502,2025-11
TX-1261,2025-11-25,Tecnologia,Direto,Sudeste,Evo Saude,Carla,21593.38,932.3,12194.48,20661.08,8466.600000000002,0.4097849676783596,2025-11
TX-1302,2025-12-01,Tecnologia,Parceiros,Centro-Oeste,Beta Logistica,Carla,17798.9,1385.86,10593.48,16413.04,5819.560000000001,0.354569293683559,2025-12
TX-1293,2025-12-01,Comercial,Digital,Sudeste,Gama Servicos,Diego,26938.39,1305.56,14203.43,25632.829999999998,11429.399999999998,0.4458891195392783,2025-12
TX-1319,2025-12-01,Tecnologia,Parceiros,Nordeste,Crescer Educacao,Bruno,25129.98,1447.55,14093.09,23682.43,9589.34,0.4049136849554712,2025-12
TX-1271,2025-12-02,Comercial,Direto,Nordeste,Delta Varejo,Felipe,20785.99,1052.12,11014.82,19733.870000000003,8719.050000000003,0.44183173396804587,2025-12
TX-1277,2025-12-02,Tecnologia,Direto,Sul,Gama Servicos,Elisa,21781.72,350.03,12836.44,21431.690000000002,8595.250000000002,0.4010533000430671,2025-12
TX-1290,2025-12-03,Operacoes,Direto,Sul,Foco Energia,Felipe,15035.44,172.62,10009.6,14862.82,4853.219999999999,0.32653426469539426,2025-12
TX-1282,2025-12-03,Operacoes,Digital,Centro-Oeste,Beta Logistica,Carla,18047.35,900.54,11894.77,17146.809999999998,5252.039999999997,0.3062983727002281,2025-12
TX-1304,2025-12-04,Marketing,Direto,Sudeste,Foco Energia,Diego,13260.36,706.86,9564.08,12553.5,2989.42,0.23813438483291513,2025-12
TX-1314,2025-12-05,Tecnologia,Direto,Sudeste,Delta Varejo,Ana,23287.05,781.05,13322.05,22506.0,9183.95,0.4080667377588199,2025-12
TX-1273,2025-12-05,Operacoes,Digital,Centro-Oeste,Foco Energia,Bruno,19708.13,408.89,12603.66,19299.24,6695.580000000002,0.34693490520870257,2025-12
TX-1303,2025-12-06,Tecnologia,Digital,Centro-Oeste,Foco Energia,Carla,19049.89,1169.48,11689.36,17880.41,6191.049999999999,0.3462476531578414,2025-12
TX-1322,2025-12-06,Comercial,Parceiros,Sudeste,Foco Energia,Carla,25752.51,1712.18,13758.8,24040.329999999998,10281.529999999999,0.42767840541290403,2025-12
TX-1318,2025-12-06,Marketing,Direto,Nordeste,Crescer Educacao,Bruno,16614.56,783.39,11038.98,15831.170000000002,4792.190000000002,0.30270599077642407,2025-12
TX-1274,2025-12-06,Operacoes,Direto,Centro-Oeste,Beta Logistica,Carla,16341.32,252.34,10975.17,16088.98,5113.8099999999995,0.3178455066759981,2025-12
TX-1296,2025-12-06,Operacoes,Digital,Sudeste,Alfa Industria,Felipe,15243.47,981.15,10397.66,14262.32,3864.66,0.27096994037435707,2025-12
TX-1291,2025-12-07,Comercial,Direto,Centro-Oeste,Alfa Industria,Ana,26165.49,1327.14,14014.2,24838.350000000002,10824.150000000001,0.43578377790795286,2025-12
TX-1285,2025-12-07,Comercial,Direto,Nordeste,Crescer Educacao,Diego,22603.92,1798.06,11166.17,20805.859999999997,9639.689999999997,0.4633161042129476,2025-12
TX-1313,2025-12-08,Operacoes,Digital,Sudeste,Crescer Educacao,Carla,18937.15,1421.07,11116.51,17516.08,6399.5700000000015,0.36535400614749425,2025-12
TX-1289,2025-12-09,Tecnologia,Digital,Sul,Alfa Industria,Bruno,22371.74,519.24,14366.58,21852.5,7485.92,0.3425658391488388,2025-12
TX-1310,2025-12-09,Comercial,Parceiros,Centro-Oeste,Gama Servicos,Ana,25185.64,689.6,13418.52,24496.04,11077.52,0.4522167664651103,2025-12
TX-1295,2025-12-09,Comercial,Parceiros,Sudeste,Crescer Educacao,Carla,27114.45,939.65,14956.81,26174.8,11217.99,0.4285797790240995,2025-12
TX-1311,2025-12-10,Tecnologia,Digital,Sul,Gama Servicos,Carla,19343.29,222.99,11759.76,19120.3,7360.539999999999,0.38495944101295476,2025-12
TX-1270,2025-12-10,Comercial,Direto,Sudeste,Horizonte Tech,Ana,19274.15,314.17,11280.09,18959.980000000003,7679.890000000003,0.40505791672776037,2025-12
TX-1288,2025-12-11,Tecnologia,Parceiros,Nordeste,Foco Energia,Elisa,24528.91,1113.25,14389.17,23415.66,9026.49,0.385489454493275,2025-12
TX-1309,2025-12-11,Tecnologia,Direto,Sul,Crescer Educacao,Diego,21164.55,259.12,12074.67,20905.43,8830.76,0.42241465494849906,2025-12
TX-1287,2025-12-11,Marketing,Digital,Sul,Alfa Industria,Bruno,12504.78,918.19,8241.75,11586.59,3344.84,0.2886820022111769,2025-12
TX-1307,2025-12-12,Marketing,Digital,Sul,Crescer Educacao,Ana,14745.81,267.09,10509.99,14478.72,3968.7299999999996,0.2741077940591433,2025-12
TX-1308,2025-12-12,Comercial,Direto,Sudeste,Delta Varejo,Elisa,21569.33,287.22,11791.15,21282.11,9490.960000000001,0.44595954066584564,2025-12
TX-1297,2025-12-12,Operacoes,Parceiros,Sul,Beta Logistica,Carla,11092.11,143.96,7713.41,10948.150000000001,3234.7400000000016,0.29545996355548665,2025-12
TX-1281,2025-12-12,Comercial,Parceiros,Sul,Crescer Educacao,Elisa,28218.96,470.22,15544.78,27748.739999999998,12203.959999999997,0.43980231174460527,2025-12
TX-1292,2025-12-12,Operacoes,Digital,Nordeste,Horizonte Tech,Ana,21776.35,892.82,13672.18,20883.53,7211.3499999999985,0.34531278955234096,2025-12
TX-1317,2025-12-13,Marketing,Direto,Sul,Beta Logistica,Bruno,16327.73,739.94,11898.73,15587.789999999999,3689.0599999999995,0.23666343978203452,2025-12
TX-1316,2025-12-14,Marketing,Parceiros,Sudeste,Horizonte Tech,Elisa,16439.33,744.45,11716.35,15694.880000000001,3978.5300000000007,0.25349222166719343,2025-12
TX-1294,2025-12-14,Operacoes,Direto,Centro-Oeste,Delta Varejo,Elisa,14746.41,1131.35,10016.73,13615.06,3598.33,0.26429042545534137,2025-12
TX-1280,2025-12-14,Tecnologia,Parceiros,Centro-Oeste,Horizonte Tech,Diego,13071.77,974.08,7292.56,12097.69,4805.13,0.3971940097655007,2025-12
TX-1321,2025-12-15,Comercial,Parceiros,Sul,Evo Saude,Ana,24748.58,841.09,12929.85,23907.49,10977.640000000001,0.4591715817929862,2025-12
TX-1301,2025-12-15,Comercial,Direto,Centro-Oeste,Evo Saude,Carla,18788.49,286.55,9886.09,18501.940000000002,8615.850000000002,0.46567278890754166,2025-12
TX-1283,2025-12-16,Tecnologia,Direto,Sudeste,Beta Logistica,Felipe,21173.18,822.75,12570.28,20350.43,7780.15,0.3823088750458835,2025-12
TX-1279,2025-12-16,Marketing,Digital,Nordeste,Alfa Industria,Ana,10716.15,503.72,7741.39,10212.43,2471.04,0.24196395960608785,2025-12
TX-1298,2025-12-16,Comercial,Digital,Nordeste,Alfa Industria,Bruno,20272.2,1516.32,10000.96,18755.88,8754.920000000002,0.4667826836170844,2025-12
TX-1276,2025-12-16,Operacoes,Digital,Nordeste,Foco Energia,Diego,15368.28,299.0,10840.92,15069.28,4228.360000000001,0.280594693309833,2025-12
TX-1320,2025-12-17,Tecnologia,Parceiros,Sudeste,Gama Servicos,Ana,24838.14,1494.58,14918.54,23343.559999999998,8425.019999999997,0.3609141022191987,2025-12
TX-1286,2025-12-17,Marketing,Digital,Sudeste,Crescer Educacao,Felipe,18757.1,455.24,13065.44,18301.859999999997,5236.419999999996,0.2861140889505218,2025-12
TX-1323,2025-12-18,Marketing,Digital,Nordeste,Gama Servicos,Bruno,22378.97,478.91,15779.16,21900.06,6120.9000000000015,0.27949238495237005,2025-12
TX-1275,2025-12-18,Marketing,Parceiros,Nordeste,Crescer Educacao,Diego,13339.79,664.57,8904.6,12675.220000000001,3770.620000000001,0.2974796492684151,2025-12
TX-1272,2025-12-18,Operacoes,Parceiros,Sudeste,Delta Varejo,Ana,18470.37,1106.24,12205.47,17364.129999999997,5158.659999999998,0.29708715610859854,2025-12
TX-1306,2025-12-19,Operacoes,Parceiros,Sul,Gama Servicos,Ana,20217.41,676.34,13802.82,19541.07,5738.25,0.29365075709774335,2025-12
TX-1284,2025-12-21,Tecnologia,Direto,Nordeste,Crescer Educacao,Carla,22480.84,1561.99,13990.95,20918.85,6927.899999999998,0.3311797732666948,2025-12
TX-1315,2025-12-22,Tecnologia,Direto,Sudeste,Beta Logistica,Ana,17524.74,1375.05,9746.82,16149.690000000002,6402.870000000003,0.3964701489626118,2025-12
TX-1299,2025-12-24,Marketing,Direto,Centro-Oeste,Beta Logistica,Felipe,15957.01,1011.86,11085.5,14945.15,3859.6499999999996,0.25825435007343517,2025-12
TX-1300,2025-12-24,Tecnologia,Parceiros,Sul,Delta Varejo,Diego,24427.06,1697.32,13416.06,22729.74,9313.680000000002,0.40975743673266835,2025-12
TX-1278,2025-12-25,Comercial,Parceiros,Nordeste,Delta Varejo,Ana,23178.24,1117.33,12314.39,22060.910000000003,9746.520000000004,0.4418004515679545,2025-12
TX-1312,2025-12-25,Comercial,Parceiros,Sudeste,Gama Servicos,Felipe,25844.76,1963.38,13235.26,23881.379999999997,10646.119999999997,0.4457916586059934,2025-12
TX-1305,2025-12-25,Comercial,Direto,Sudeste,Delta Varejo,Carla,17509.15,1001.41,9619.52,16507.74,6888.220000000001,0.4172721402202846,2025-12
TX-1367,2026-01-01,Tecnologia,Parceiros,Sudeste,Delta Varejo,Diego,17643.76,494.61,10929.05,17149.149999999998,6220.0999999999985,0.36270602333060237,2026-01
TX-1336,2026-01-01,Operacoes,Direto,Nordeste,Evo Saude,Bruno,15782.3,818.31,9974.78,14963.99,4989.209999999999,0.33341441687678214,2026-01
TX-1376,2026-01-01,Operacoes,Parceiros,Centro-Oeste,Alfa Industria,Ana,15769.78,847.36,10081.59,14922.42,4840.83,0.3243997957435858,2026-01
TX-1354,2026-01-01,Marketing,Direto,Centro-Oeste,Crescer Educacao,Ana,6090.5,94.48,4356.38,5996.02,1639.6400000000003,0.27345472496756185,2026-01
TX-1332,2026-01-02,Marketing,Parceiros,Sul,Crescer Educacao,Carla,18059.85,595.01,12730.03,17464.84,4734.8099999999995,0.271105260626493,2026-01
TX-1359,2026-01-02,Operacoes,Digital,Centro-Oeste,Foco Energia,Felipe,16799.4,1019.09,10522.41,15780.310000000001,5257.9000000000015,0.3331937078549155,2026-01
