id_transacao,data,area,canal,regiao,cliente,responsavel,receita_bruta,desconto,custo
TX-1227,2025-11-11,Comercial,Parceiros,Sudeste,Evo Saude,Felipe,18697.4,485.34,10264.33
TX-1251,2025-11-11,Marketing,Digital,Sudeste,Delta Varejo,Carla,21583.82,1318.49,14821.52
TX-1266,2025-11-11,Marketing,Digital,Centro-Oeste,Beta Logistica,Elisa,13567.17,340.74,9519.65
TX-1240,2025-11-12,Tecnologia,Parceiros,Sul,Delta Varejo,Carla,26537.88,294.74,17671.27
TX-1264,2025-11-12,Comercial,Direto,Sul,Crescer Educacao,Elisa,20085.44,993.16,10105.34
TX-1235,2025-11-14,Operacoes,Parceiros,Nordeste,Alfa Industria,Elisa,17642.01,770.58,11505.14
TX-1241,2025-11-15,Tecnologia,Direto,Centro-Oeste,Alfa Industria,Felipe,17557.15,309.11,11107.49
TX-1259,2025-11-15,Tecnologia,Digital,Nordeste,Crescer Educacao,Elisa,19345.77,1430.05,10537.63
TX-1262,2025-11-16,Marketing,Digital,Sul,Horizonte Tech,Elisa,16659.73,1085.31,11404.1
TX-1256,2025-11-16,Marketing,Direto,Sudeste,Gama Servicos,Ana,10952.77,584.05,7531.34
TX-1230,2025-11-16,Operacoes,Digital,Sul,Evo Saude,Ana,16232.23,583.77,10617.6
TX-1243,2025-11-16,Marketing,Direto,Sudeste,Beta Logistica,Bruno,8821.5,432.17,6008.61
TX-1239,2025-11-17,Marketing,Digital,Centro-Oeste,Evo Saude,Elisa,10769.85,570.22,7505.43
TX-1222,2025-11-17,Operacoes,Digital,Nordeste,Horizonte Tech,Ana,20935.91,1382.63,12401.8
TX-1231,2025-11-19,Tecnologia,Parceiros,Sudeste,Crescer Educacao,Diego,16560.38,1029.46,9586.66
TX-1255,2025-11-20,Comercial,Direto,Sudeste,Evo Saude,Ana,24713.2,1719.29,14224.2
TX-1217,2025-11-20,Tecnologia,Parceiros,Nordeste,Gama Servicos,Carla,22657.09,1652.26,12249.17
TX-1219,2025-11-20,Tecnologia,Direto,Sudeste,Gama Servicos,Bruno,19430.23,1026.99,11659.63
TX-1229,2025-11-20,Tecnologia,Direto,Sul,Delta Varejo,Diego,21549.5,1507.09,12380.83
TX-1253,2025-11-21,Comercial,Direto,Centro-Oeste,Evo Saude,Carla,23022.98,640.75,12490.07
TX-1228,2025-11-21,Tecnologia,Digital,Nordeste,Foco Energia,Elisa,20818.55,901.22,12510.84
TX-1220,2025-11-22,Marketing,Digital,Sudeste,Beta Logistica,Diego,17878.38,824.25,12204.13
TX-1265,2025-11-22,Comercial,Parceiros,Nordeste,Evo Saude,Bruno,23444.7,1785.56,12418.71
TX-1248,2025-11-23,Tecnologia,Parceiros,Nordeste,Gama Servicos,Elisa,13569.59,172.4,7907.82
TX-1257,2025-11-24,Operacoes,Digital,Nordeste,Alfa Industria,Elisa,22686.26,1619.06,14643.7
TX-1261,2025-11-25,Tecnologia,Direto,Sudeste,Evo Saude,Carla,21593.38,932.3,12194.48
TX-1319,2025-12-01,Tecnologia,Parceiros,Nordeste,Crescer Educacao,Bruno,25129.98,1447.55,14093.09
TX-1293,2025-12-01,Comercial,Digital,Sudeste,Gama Servicos,Diego,26938.39,1305.56,14203.43
TX-1302,2025-12-01,Tecnologia,Parceiros,Centro-Oeste,Beta Logistica,Carla,17798.9,1385.86,10593.48
TX-1271,2025-12-02,Comercial,Direto,Nordeste,Delta Varejo,Felipe,20785.99,1052.12,11014.82
TX-1277,2025-12-02,Tecnologia,Direto,Sul,Gama Servicos,Elisa,21781.72,350.03,12836.44
TX-1282,2025-12-03,Operacoes,Digital,Centro-Oeste,Beta Logistica,Carla,18047.35,900.54,11894.77
TX-1290,2025-12-03,Operacoes,Direto,Sul,Foco Energia,Felipe,15035.44,172.62,10009.6
TX-1304,2025-12-04,Marketing,Direto,Sudeste,Foco Energia,Diego,13260.36,706.86,9564.08
TX-1273,2025-12-05,Operacoes,Digital,Centro-Oeste,Foco Energia,Bruno,19708.13,408.89,12603.66
TX-1314,2025-12-05,Tecnologia,Direto,Sudeste,Delta Varejo,Ana,23287.05,781.05,13322.05
TX-1274,2025-12-06,Operacoes,Direto,Centro-Oeste,Beta Logistica,Carla,16341.32,252.34,10975.17
TX-1318,2025-12-06,Marketing,Direto,Nordeste,Crescer Educacao,Bruno,16614.56,783.39,11038.98
TX-1296,2025-12-06,Operacoes,Digital,Sudeste,Alfa Industria,Felipe,15243.47,981.15,10397.66
TX-1322,2025-12-06,Comercial,Parceiros,Sudeste,Foco Energia,Carla,25752.51,1712.18,13758.8
TX-1303,2025-12-06,Tecnologia,Digital,Centro-Oeste,Foco Energia,Carla,19049.89,1169.48,11689.36
TX-1291,2025-12-07,Comercial,Direto,Centro-Oeste,Alfa Industria,Ana,26165.49,1327.14,14014.2
TX-1285,2025-12-07,Comercial,Direto,Nordeste,Crescer Educacao,Diego,22603.92,1798.06,11166.17
TX-1313,2025-12-08,Operacoes,Digital,Sudeste,Crescer Educacao,Carla,18937.15,1421.07,11116.51
TX-1289,2025-12-09,Tecnologia,Digital,Sul,Alfa Industria,Bruno,22371.74,519.24,14366.58
TX-1310,2025-12-09,Comercial,Parceiros,Centro-Oeste,Gama Servicos,Ana,25185.64,689.6,13418.52
TX-1295,2025-12-09,Comercial,Parceiros,Sudeste,Crescer Educacao,Carla,27114.45,939.65,14956.81
TX-1311,2025-12-10,Tecnologia,Digital,Sul,Gama Servicos,Carla,19343.29,222.99,11759.76
TX-1270,2025-12-10,Comercial,Direto,Sudeste,Horizonte Tech,Ana,19274.15,314.17,11280.09
TX-1288,2025-12-11,Tecnologia,Parceiros,Nordeste,Foco Energia,Elisa,24528.91,1113.25,14389.17
TX-1309,2025-12-11,Tecnologia,Direto,Sul,Crescer Educacao,Diego,21164.55,259.12,12074.67
TX-1287,2025-12-11,Marketing,Digital,Sul,Alfa Industria,Bruno,12504.78,918.19,8241.75
TX-1281,2025-12-12,Comercial,Parceiros,Sul,Crescer Educacao,Elisa,28218.96,470.22,15544.78
TX-1292,2025-12-12,Operacoes,Digital,Nordeste,Horizonte Tech,Ana,21776.35,892.82,13672.18
TX-1308,2025-12-12,Comercial,Direto,Sudeste,Delta Varejo,Elisa,21569.33,287.22,11791.15
TX-1307,2025-12-12,Marketing,Digital,Sul,Crescer Educacao,Ana,14745.81,267.09,10509.99
TX-1297,2025-12-12,Operacoes,Parceiros,Sul,Beta Logistica,Carla,11092.11,143.96,7713.41
TX-1317,2025-12-13,Marketing,Direto,Sul,Beta Logistica,Bruno,16327.73,739.94,11898.73
TX-1316,2025-12-14,Marketing,Parceiros,Sudeste,Horizonte Tech,Elisa,16439.33,744.45,11716.35
TX-1294,2025-12-14,Operacoes,Direto,Centro-Oeste,Delta Varejo,Elisa,14746.41,1131.35,10016.73
TX-1280,2025-12-14,Tecnologia,Parceiros,Centro-Oeste,Horizonte Tech,Diego,13071.77,974.08,7292.56
TX-1321,2025-12-15,Comercial,Parceiros,Sul,Evo Saude,Ana,24748.58,841.09,12929.85
TX-1301,2025-12-15,Comercial,Direto,Centro-Oeste,Evo Saude,Carla,18788.49,286.55,9886.09
TX-1276,2025-12-16,Operacoes,Digital,Nordeste,Foco Energia,Diego,15368.28,299.0,10840.92
TX-1298,2025-12-16,Comercial,Digital,Nordeste,Alfa Industria,Bruno,20272.2,1516.32,10000.96
TX-1279,2025-12-16,Marketing,Digital,Nordeste,Alfa Industria,Ana,10716.15,503.72,7741.39
TX-1283,2025-12-16,Tecnologia,Direto,Sudeste,Beta Logistica,Felipe,21173.18,822.75,12570.28
TX-1320,2025-12-17,Tecnologia,Parceiros,Sudeste,Gama Servicos,Ana,24838.14,1494.58,14918.54
TX-1286,2025-12-17,Marketing,Digital,Sudeste,Crescer Educacao,Felipe,18757.1,455.24,13065.44
TX-1323,2025-12-18,Marketing,Digital,Nordeste,Gama Servicos,Bruno,22378.97,478.91,15779.16
TX-1275,2025-12-18,Marketing,Parceiros,Nordeste,Crescer Educacao,Diego,13339.79,664.57,8904.6
TX-1272,2025-12-18,Operacoes,Parceiros,Sudeste,Delta Varejo,Ana,18470.37,1106.24,12205.47
TX-1306,2025-12-19,Operacoes,Parceiros,Sul,Gama Servicos,Ana,20217.41,676.34,13802.82
TX-1284,2025-12-21,Tecnologia,Direto,Nordeste,Crescer Educacao,Carla,22480.84,1561.99,13990.95
TX-1315,2025-12-22,Tecnologia,Direto,Sudeste,Beta Logistica,Ana,17524.74,1375.05,9746.82
TX-1300,2025-12-24,Tecnologia,Parceiros,Sul,Delta Varejo,Diego,24427.06,1697.32,13416.06
TX-1299,2025-12-24,Marketing,Direto,Centro-Oeste,Beta Logistica,Felipe,15957.01,1011.86,11085.5
TX-1305,2025-12-25,Comercial,Direto,Sudeste,Delta Varejo,Carla,17509.15,1001.41,9619.52
TX-1278,2025-12-25,Comercial,Parceiros,Nordeste,Delta Varejo,Ana,23178.24,1117.33,12314.39
TX-1312,2025-12-25,Comercial,Parceiros,Sudeste,Gama Servicos,Felipe,25844.76,1963.38,13235.26
TX-1367,2026-01-01,Tecnologia,Parceiros,Sudeste,Delta Varejo,Diego,17643.76,494.61,10929.05
TX-1336,2026-01-01,Operacoes,Direto,Nordeste,Evo Saude,Bruno,15782.3,818.31,9974.78
TX-1376,2026-01-01,Operacoes,Parceiros,Centro-Oeste,Alfa Industria,Ana,15769.78,847.36,10081.59
TX-1354,2026-01-01,Marketing,Direto,Centro-Oeste,Crescer Educacao,Ana,6090.5,94.48,4356.38
TX-1372,2026-01-02,Comercial,Digital,Centro-Oeste,Foco Energia,Felipe,20611.72,1117.44,10959.05
TX-1331,2026-01-02,Tecnologia,Direto,Centro-Oeste,Beta Logistica,Bruno,22083.6,827.95,13316.24
TX-1332,2026-01-02,Marketing,Parceiros,Sul,Crescer Educacao,Carla,18059.85,595.01,12730.03
TX-1359,2026-01-02,Operacoes,Digital,Centro-Oeste,Foco Energia,Felipe,16799.4,1019.09,10522.41
TX-1329,2026-01-03,Marketing,Direto,Sudeste,Foco Energia,Elisa,16099.5,266.11,11840.93
TX-1347,2026-01-03,Tecnologia,Direto,Nordeste,Gama Servicos,Felipe,21381.81,1338.64,12475.91
TX-1334,2026-01-05,Marketing,Direto,Centro-Oeste,Evo Saude,Diego,13687.65,1063.96,9467.39
TX-1335,2026-01-05,Operacoes,Digital,Sudeste,Crescer Educacao,Diego,23205.14,659.99,15743.37
TX-1377,2026-01-07,Tecnologia,Parceiros,Nordeste,Beta Logistica,Bruno,12314.66,708.51,7457.25
TX-1324,2026-01-07,Operacoes,Direto,Centro-Oeste,Alfa Industria,Elisa,18297.62,1371.16,11762.2
TX-1325,2026-01-07,Comercial,Parceiros,Sul,Horizonte Tech,Carla,23482.69,551.98,12860.96
TX-1337,2026-01-07,Operacoes,Direto,Sudeste,Crescer Educacao,Bruno,15202.87,1149.24,9618.2
TX-1326,2026-01-08,Tecnologia,Digital,Nordeste,Horizonte Tech,Carla,22876.6,269.13,14668.67
TX-1355,2026-01-08,Comercial,Digital,Sudeste,Horizonte Tech,Ana,22453.76,1004.59,12255.78
TX-1351,2026-01-08,Marketing,Parceiros,Sul,Foco Energia,Ana,12061.42,636.08,8071.26
TX-1343,2026-01-09,Tecnologia,Parceiros,Sul,Evo Saude,Bruno,23415.13,720.74,14598.78
TX-1344,2026-01-09,Tecnologia,Parceiros,Sudeste,Crescer Educacao,Elisa,14275.02,404.45,8594.87
TX-1366,2026-01-09,Comercial,Digital,Centro-Oeste,Crescer Educacao,Diego,27256.09,409.67,14041.04
TX-1356,2026-01-09,Tecnologia,Direto,Sudeste,Beta Logistica,Ana,24780.89,703.56,16772.14
TX-1368,2026-01-10,Tecnologia,Digital,Sudeste,Beta Logistica,Diego,23691.08,1485.79,13657.61
TX-1363,2026-01-11,Tecnologia,Digital,Sul,Gama Servicos,Bruno,20301.49,859.89,11442.46
TX-1342,2026-01-11,Operacoes,Digital,Sul,Beta Logistica,Felipe,11343.06,867.63,7683.86
TX-1361,2026-01-11,Operacoes,Parceiros,Sudeste,Evo Saude,Elisa,25774.95,1161.07,16189.15
TX-1353,2026-01-12,Tecnologia,Parceiros,Sul,Crescer Educacao,Diego,25257.39,826.55,14944.35
TX-1339,2026-01-12,Marketing,Digital,Sudeste,Evo Saude,Felipe,17531.2,1307.21,11337.64
TX-1333,2026-01-13,Comercial,Parceiros,Centro-Oeste,Horizonte Tech,Bruno,31652.8,1570.15,16528.69
TX-1369,2026-01-14,Comercial,Digital,Centro-Oeste,Delta Varejo,Carla,27863.21,2096.32,13418.11
TX-1348,2026-01-14,Operacoes,Digital,Sudeste,Alfa Industria,Ana,15500.75,973.76,10312.0
TX-1349,2026-01-14,Comercial,Direto,Sudeste,Horizonte Tech,Carla,31574.28,1748.83,16340.56
TX-1346,2026-01-14,Operacoes,Digital,Centro-Oeste,Delta Varejo,Ana,20741.71,830.43,13345.34
TX-1345,2026-01-14,Operacoes,Direto,Nordeste,Alfa Industria,Felipe,18765.54,959.41,11805.08
TX-1357,2026-01-15,Tecnologia,Direto,Sudeste,Foco Energia,Carla,26022.94,946.49,14854.7
TX-1375,2026-01-15,Comercial,Parceiros,Nordeste,Evo Saude,Elisa,22571.47,1146.82,11682.48
TX-1373,2026-01-15,Tecnologia,Direto,Nordeste,Delta Varejo,Carla,23928.34,1842.2,14581.72
TX-1364,2026-01-15,Tecnologia,Direto,Sul,Foco Energia,Felipe,23292.47,1654.87,12620.16
TX-1358,2026-01-17,Operacoes,Direto,Sul,Beta Logistica,Elisa,21070.96,755.82,13524.29
TX-1350,2026-01-18,Operacoes,Digital,Sudeste,Beta Logistica,Bruno,14911.28,246.79,10132.83
TX-1374,2026-01-18,Operacoes,Parceiros,Sul,Delta Varejo,Felipe,10969.29,232.85,7853.68
TX-1338,2026-01-18,Tecnologia,Direto,Nordeste,Horizonte Tech,Elisa,23903.44,979.7,14511.61
TX-1360,2026-01-19,Comercial,Direto,Sul,Evo Saude,Elisa,22104.75,308.15,12691.08
TX-1340,2026-01-19,Marketing,Parceiros,Sul,Beta Logistica,Diego,12782.73,445.63,9338.44
TX-1330,2026-01-19,Operacoes,Direto,Centro-Oeste,Delta Varejo,Felipe,23743.85,1661.6,15677.38
TX-1328,2026-01-20,Marketing,Direto,Sudeste,Horizonte Tech,Carla,18235.5,1161.26,12129.25
TX-1365,2026-01-22,Comercial,Direto,Centro-Oeste,Beta Logistica,Felipe,24258.87,257.22,13735.87
TX-1362,2026-01-23,Comercial,Digital,Centro-Oeste,Crescer Educacao,Elisa,28469.38,2051.03,14466.61
TX-1341,2026-01-23,Comercial,Direto,Nordeste,Alfa Industria,Carla,25095.91,368.93,13474.35
TX-1327,2026-01-24,Tecnologia,Direto,Centro-Oeste,Foco Energia,Felipe,19550.69,626.03,11511.96
TX-1371,2026-01-24,Comercial,Direto,Centro-Oeste,Horizonte Tech,Elisa,22361.94,1421.6,10892.69
TX-1370,2026-01-25,Tecnologia,Parceiros,Sudeste,Alfa Industria,Felipe,30950.24,541.94,18002.17
TX-1352,2026-01-25,Operacoes,Digital,Sul,Gama Servicos,Bruno,15590.93,161.21,10196.86
TX-1389,2026-02-01,Tecnologia,Digital,Sudeste,Beta Logistica,Diego,22082.5,896.31,12405.71
TX-1414,2026-02-01,Tecnologia,Parceiros,Nordeste,Horizonte Tech,Bruno,21341.46,1426.91,12823.4
TX-1412,2026-02-02,Comercial,Digital,Sudeste,Horizonte Tech,Carla,23988.6,1832.86,12438.06
TX-1410,2026-02-02,Tecnologia,Parceiros,Nordeste,Gama Servicos,Diego,25210.94,1695.4,13605.28
TX-1400,2026-02-03,Marketing,Direto,Sudeste,Delta Varejo,Bruno,13722.12,610.62,9443.87
TX-1385,2026-02-03,Comercial,Direto,Sudeste,Horizonte Tech,Diego,18860.23,1293.15,9905.47
TX-1392,2026-02-03,Tecnologia,Digital,Sudeste,Evo Saude,Elisa,23516.42,1251.94,13292.22
TX-1387,2026-02-04,Marketing,Parceiros,Nordeste,Evo Saude,Diego,17589.74,1196.74,11951.94
TX-1394,2026-02-04,Tecnologia,Parceiros,Sul,Foco Energia,Elisa,21717.23,1474.04,12269.78
TX-1388,2026-02-05,Operacoes,Digital,Sudeste,Delta Varejo,Bruno,17655.49,1360.65,11602.43
TX-1401,2026-02-05,Marketing,Digital,Centro-Oeste,Crescer Educacao,Bruno,21032.37,1538.53,14208.06
TX-1426,2026-02-06,Comercial,Parceiros,Sul,Beta Logistica,Elisa,27595.6,475.54,15068.11
TX-1421,2026-02-06,Comercial,Direto,Nordeste,Evo Saude,Felipe,16971.39,208.84,8847.76
TX-1396,2026-02-06,Comercial,Parceiros,Sudeste,Delta Varejo,Felipe,22234.61,742.75,12326.65
TX-1415,2026-02-06,Comercial,Direto,Sudeste,Gama Servicos,Ana,24752.58,1931.68,13382.97
TX-1403,2026-02-07,Comercial,Digital,Nordeste,Beta Logistica,Carla,29244.97,2109.83,15245.35
TX-1424,2026-02-08,Tecnologia,Direto,Sul,Gama Servicos,Bruno,21005.89,1446.85,13525.82
TX-1378,2026-02-08,Operacoes,Parceiros,Nordeste,Delta Varejo,Felipe,22937.63,1182.25,15416.4
TX-1419,2026-02-09,Comercial,Direto,Nordeste,Alfa Industria,Diego,25489.75,578.79,13722.52
TX-1402,2026-02-09,Marketing,Parceiros,Sudeste,Crescer Educacao,Elisa,11792.06,466.67,8143.09
TX-1406,2026-02-10,Operacoes,Digital,Sudeste,Delta Varejo,Felipe,26922.65,1061.06,17383.52
TX-1408,2026-02-10,Tecnologia,Digital,Nordeste,Alfa Industria,Elisa,26155.53,1161.64,16116.59
TX-1416,2026-02-11,Marketing,Direto,Sul,Evo Saude,Diego,12228.03,552.98,8693.8
TX-1417,2026-02-13,Operacoes,Direto,Nordeste,Gama Servicos,Elisa,14888.18,576.53,9999.33
TX-1422,2026-02-13,Comercial,Digital,Nordeste,Foco Energia,Diego,23405.38,1540.69,11479.43
TX-1391,2026-02-13,Operacoes,Digital,Sudeste,Beta Logistica,Bruno,10388.08,311.28,6642.66
TX-1383,2026-02-13,Comercial,Digital,Sul,Gama Servicos,Ana,21905.29,1676.52,10913.87
TX-1423,2026-02-14,Operacoes,Direto,Sudeste,Evo Saude,Felipe,15444.22,263.12,10897.01
TX-1428,2026-02-14,Operacoes,Parceiros,Centro-Oeste,Crescer Educacao,Diego,13772.4,953.9,8992.93
TX-1409,2026-02-15,Tecnologia,Parceiros,Sul,Crescer Educacao,Diego,24805.64,1024.7,14977.37
TX-1405,2026-02-15,Marketing,Digital,Centro-Oeste,Alfa Industria,Diego,19148.43,1373.2,12349.27
TX-1393,2026-02-16,Tecnologia,Direto,Centro-Oeste,Delta Varejo,Ana,19389.95,329.56,11714.42
TX-1429,2026-02-17,Operacoes,Parceiros,Nordeste,Evo Saude,Ana,28061.08,1247.94,19072.82
TX-1382,2026-02-17,Marketing,Direto,Nordeste,Gama Servicos,Elisa,15636.33,727.87,11245.31
TX-1404,2026-02-18,Tecnologia,Digital,Centro-Oeste,Gama Servicos,Felipe,26487.46,1790.7,15923.92
TX-1418,2026-02-18,Comercial,Direto,Sudeste,Evo Saude,Ana,22127.71,1604.33,11503.3
TX-1427,2026-02-18,Operacoes,Parceiros,Centro-Oeste,Foco Energia,Ana,17311.05,1306.07,11111.28
TX-1399,2026-02-19,Comercial,Digital,Nordeste,Alfa Industria,Carla,22460.81,1190.29,12834.09
TX-1397,2026-02-20,Marketing,Digital,Centro-Oeste,Delta Varejo,Ana,14705.02,275.11,10847.67
TX-1386,2026-02-20,Comercial,Parceiros,Sul,Horizonte Tech,Carla,21972.07,1086.13,11350.49
TX-1381,2026-02-21,Tecnologia,Direto,Sul,Beta Logistica,Ana,20753.55,1373.66,12491.84
TX-1398,2026-02-21,Tecnologia,Digital,Nordeste,Delta Varejo,Elisa,24074.21,1842.8,13556.86
TX-1413,2026-02-22,Comercial,Digital,Centro-Oeste,Gama Servicos,Elisa,28234.22,345.88,15766.64
TX-1395,2026-02-22,Comercial,Parceiros,Sudeste,Foco Energia,Bruno,25711.3,303.94,15371.76
TX-1420,2026-02-22,Comercial,Parceiros,Sul,Gama Servicos,Bruno,25371.18,564.47,14029.18
TX-1379,2026-02-22,Operacoes,Digital,Sudeste,Delta Varejo,Bruno,17652.96,631.56,11930.18
TX-1431,2026-02-22,Operacoes,Parceiros,Sul,Gama Servicos,Diego,20207.43,242.09,14584.22
TX-1411,2026-02-22,Comercial,Parceiros,Sudeste,Foco Energia,Elisa,21548.31,645.84,10998.32
TX-1430,2026-02-23,Comercial,Direto,Sudeste,Alfa Industria,Bruno,27520.14,1683.46,13792.88
TX-1425,2026-02-23,Comercial,Parceiros,Nordeste,Alfa Industria,Bruno,23361.88,813.71,12706.68
TX-1384,2026-02-23,Marketing,Parceiros,Nordeste,Delta Varejo,Felipe,12225.08,577.87,8476.38
TX-1407,2026-02-24,Tecnologia,Direto,Centro-Oeste,Foco Energia,Carla,14403.14,250.84,8966.82
TX-1390,2026-02-24,Tecnologia,Direto,Nordeste,Evo Saude,Bruno,24773.7,547.62,14556.27
TX-1380,2026-02-24,Tecnologia,Direto,Sudeste,Crescer Educacao,Ana,19483.48,883.79,10684.57
TX-1476,2026-03-01,Operacoes,Digital,Sul,Crescer Educacao,Elisa,14346.87,792.66,8982.52
TX-1483,2026-03-01,Tecnologia,Parceiros,Sul,Alfa Industria,Ana,17238.54,321.76,10685.66
TX-1481,2026-03-02,Operacoes,Parceiros,Centro-Oeste,Alfa Industria,Ana,19034.7,594.52,12523.07
TX-1436,2026-03-02,Comercial,Digital,Nordeste,Delta Varejo,Diego,25928.12,681.36,13895.33
TX-1446,2026-03-03,Operacoes,Parceiros,Sul,Beta Logistica,Elisa,16861.66,798.18,10768.07
TX-1461,2026-03-03,Comercial,Parceiros,Centro-Oeste,Delta Varejo,Elisa,24116.91,735.7,13170.69
TX-1482,2026-03-04,Operacoes,Digital,Sul,Beta Logistica,Carla,19808.45,1217.34,12469.66
TX-1443,2026-03-04,Marketing,Digital,Sudeste,Delta Varejo,Felipe,22928.68,1208.81,14501.31
TX-1450,2026-03-04,Tecnologia,Digital,Centro-Oeste,Beta Logistica,Ana,17942.26,486.66,10771.42
TX-1484,2026-03-04,Comercial,Digital,Centro-Oeste,Beta Logistica,Ana,22234.88,708.12,12680.19
TX-1458,2026-03-04,Comercial,Direto,Centro-Oeste,Evo Saude,Felipe,19186.78,1254.06,10345.5
TX-1468,2026-03-05,Operacoes,Direto,Centro-Oeste,Beta Logistica,Diego,13997.82,625.53,8751.4
TX-1479,2026-03-05,Comercial,Digital,Centro-Oeste,Alfa Industria,Carla,20590.57,391.66,11539.22
TX-1438,2026-03-06,Tecnologia,Direto,Nordeste,Alfa Industria,Carla,24589.31,959.23,14802.78
TX-1465,2026-03-06,Marketing,Direto,Sudeste,Evo Saude,Diego,13025.46,693.54,9012.31
TX-1457,2026-03-07,Comercial,Parceiros,Sudeste,Horizonte Tech,Diego,30012.5,439.52,17314.8
TX-1477,2026-03-07,Operacoes,Direto,Sudeste,Gama Servicos,Elisa,18745.41,779.64,12449.84
TX-1469,2026-03-07,Tecnologia,Direto,Sul,Alfa Industria,Carla,24456.77,663.1,14787.2
TX-1474,2026-03-07,Marketing,Direto,Sul,Delta Varejo,Diego,10959.11,466.69,7554.04
TX-1435,2026-03-07,Tecnologia,Parceiros,Sul,Gama Servicos,Bruno,24134.47,1570.81,13726.89
TX-1447,2026-03-07,Marketing,Parceiros,Sudeste,Gama Servicos,Ana,16540.52,986.15,10742.09
TX-1475,2026-03-07,Comercial,Digital,Centro-Oeste,Crescer Educacao,Diego,26819.79,635.08,15213.94
TX-1473,2026-03-08,Comercial,Parceiros,Centro-Oeste,Beta Logistica,Felipe,21626.35,1044.05,11331.26
TX-1472,2026-03-08,Comercial,Digital,Centro-Oeste,Gama Servicos,Diego,26834.6,482.31,14990.0
TX-1470,2026-03-08,Tecnologia,Direto,Nordeste,Horizonte Tech,Ana,17423.8,1066.58,9806.38
TX-1453,2026-03-09,Comercial,Direto,Centro-Oeste,Foco Energia,Felipe,23666.74,647.43,13258.1
TX-1434,2026-03-09,Tecnologia,Parceiros,Centro-Oeste,Foco Energia,Carla,24947.6,1692.66,14082.78
TX-1454,2026-03-09,Comercial,Direto,Centro-Oeste,Crescer Educacao,Ana,27743.6,776.84,15683.06
TX-1460,2026-03-10,Tecnologia,Digital,Nordeste,Evo Saude,Diego,11611.77,722.22,6364.5
TX-1442,2026-03-10,Tecnologia,Direto,Nordeste,Beta Logistica,Bruno,16167.21,189.09,9636.41
TX-1463,2026-03-10,Operacoes,Parceiros,Sudeste,Delta Varejo,Bruno,10931.96,546.06,7028.34
TX-1464,2026-03-10,Marketing,Direto,Sul,Crescer Educacao,Carla,10793.06,393.51,7512.52
TX-1437,2026-03-10,Tecnologia,Direto,Centro-Oeste,Delta Varejo,Diego,20313.96,659.36,12239.18
TX-1466,2026-03-10,Tecnologia,Digital,Sudeste,Horizonte Tech,Bruno,19802.69,1258.08,11350.23
TX-1448,2026-03-11,Operacoes,Parceiros,Sul,Crescer Educacao,Carla,15637.8,801.99,10001.98
TX-1444,2026-03-11,Comercial,Digital,Sul,Beta Logistica,Carla,20240.38,797.59,10940.23
TX-1441,2026-03-11,Tecnologia,Direto,Nordeste,Crescer Educacao,Bruno,22049.39,470.33,14167.98
TX-1439,2026-03-11,Comercial,Direto,Sudeste,Gama Servicos,Diego,27346.26,1339.57,15119.98
TX-1452,2026-03-12,Marketing,Digital,Centro-Oeste,Evo Saude,Bruno,16768.77,1079.38,11397.69
TX-1467,2026-03-12,Operacoes,Parceiros,Sudeste,Gama Servicos,Diego,16700.62,457.72,11244.04
TX-1480,2026-03-13,Marketing,Digital,Nordeste,Gama Servicos,Diego,13062.58,169.91,9031.81
TX-1462,2026-03-15,Comercial,Direto,Sul,Beta Logistica,Carla,26782.91,2045.42,14576.37
TX-1459,2026-03-15,Tecnologia,Digital,Sudeste,Evo Saude,Elisa,20837.77,514.82,12158.37
TX-1455,2026-03-15,Comercial,Direto,Centro-Oeste,Horizonte Tech,Diego,21983.03,1221.31,11605.19
TX-1456,2026-03-16,Operacoes,Digital,Sudeste,Evo Saude,Elisa,21085.73,1258.82,12744.78
TX-1432,2026-03-16,Tecnologia,Direto,Centro-Oeste,Horizonte Tech,Felipe,24449.29,737.06,14256.89
TX-1449,2026-03-18,Tecnologia,Digital,Nordeste,Gama Servicos,Carla,23960.53,1184.12,14084.6
TX-1485,2026-03-18,Operacoes,Parceiros,Sudeste,Gama Servicos,Diego,16491.77,275.96,11506.8
TX-1451,2026-03-21,Comercial,Parceiros,Centro-Oeste,Alfa Industria,Felipe,25530.35,1002.82,13187.35
TX-1478,2026-03-21,Comercial,Direto,Centro-Oeste,Delta Varejo,Ana,22604.65,482.67,12099.15
TX-1471,2026-03-21,Operacoes,Direto,Nordeste,Alfa Industria,Diego,13137.24,965.28,8539.4
TX-1440,2026-03-23,Tecnologia,Direto,Sudeste,Crescer Educacao,Ana,23079.67,633.96,14236.07
TX-1445,2026-03-25,Tecnologia,Parceiros,Centro-Oeste,Delta Varejo,Diego,21384.08,1662.69,11941.11
TX-1433,2026-03-25,Operacoes,Parceiros,Nordeste,Beta Logistica,Bruno,22397.68,568.89,15440.62
TX-1529,2026-04-01,Comercial,Direto,Centro-Oeste,Alfa Industria,Ana,26777.81,1734.13,14628.65
TX-1499,2026-04-01,Operacoes,Direto,Sudeste,Alfa Industria,Ana,13625.7,430.74,8918.17
TX-1535,2026-04-01,Marketing,Direto,Nordeste,Foco Energia,Elisa,8176.0,155.67,5926.64
TX-1528,2026-04-01,Operacoes,Digital,Centro-Oeste,Evo Saude,Diego,19792.1,652.49,13941.42
